customer_id,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Preferred_Sales_Channel,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,club_member_status,fashion_news_frequency,age
0015f16aa2702e2ec13d2e38052f496b9b915d3c64e82cdb9ce11b9324c32b34,82,2,2,0.033864406779661,0.0169322033898305,2,19.0,0,1,0.0169322033898305,0.0,0.0,ACTIVE,Regularly,58.0
0015f37f752a41a75c3be6f3f92deedc4c87d039f1758ec41f54f8c7f4729793,91,3,3,0.0750169491525423,0.025005649717514098,3,201.33333333333334,6,2,0.025005649717514098,0.0021190056188677793,-0.0010254237288135504,ACTIVE,NONE,26.0
00161807b400646237229582e0d2333ef150881037858be8424b5e8202d06ddb,226,3,3,0.1652033898305084,0.055067796610169466,3,132.0,6,2,0.055067796610169466,0.04086292695335998,-0.03177966101694915,ACTIVE,NONE,39.0
0018a4640de2338492de0fcc8325d6f6687d0c7980d804d8d8e4c5bfd24456d7,14,6,6,0.2244745762711861,0.037412429378531016,6,79.33333333333333,1,2,0.04489491525423722,0.020874828387619934,-0.0011016949152542407,ACTIVE,Regularly,33.0
00190ae87b184c5a8886a6024c043275e883636c238fad618497026cfed97b3c,56,3,3,0.0976610169491524,0.03255367231638413,3,37.333333333333336,1,1,0.0488305084745762,0.026798148520900372,-0.0378983050847458,ACTIVE,NONE,25.0
00193822fffee41517b5dde3aec430c01a7037584446da55fdf5498fd2214748,241,2,2,0.0762372881355931,0.03811864406779655,2,163.0,1,1,0.03811864406779655,0.017977291047115602,-0.025423728813559303,ACTIVE,Regularly,59.0
001968eb5b52125225a9bbca15d0d4e8bd8fd1d6874b767c27f552c5bffca225,70,2,2,0.0152203389830508,0.0076101694915254,2,193.5,1,1,0.0076101694915254,0.008389402488653941,0.011864406779661,ACTIVE,Regularly,20.0
00199e3133d7c0b907033b7503e9a5656e29e6091ff7448caf0e6894afd0540b,19,2,2,0.054881355932203196,0.027440677966101598,2,37.5,3,1,0.027440677966101598,0.010786374628269374,0.015254237288135599,ACTIVE,Regularly,21.0
001ae5408a043f64bccd32beffe2730151414cbdf18a6eb3cc8d30bdca605652,278,2,2,0.0677627118644066,0.0338813559322033,2,86.0,3,2,0.0338813559322033,0.0,0.0,ACTIVE,Regularly,50.0
001b219dc92b964f2bc708fcdc8248e4911b7459aa1fd3a5f20eb3201b477e29,123,5,5,0.18088135593220311,0.03617627118644062,5,117.4,2,2,0.03617627118644062,0.016179258323084224,-0.0015254237288135604,ACTIVE,NONE,28.0
001ba9e81e13ce12a2585d9ebde923fe74429e9e12ea59f4f28a96267597fe52,520,2,2,0.08471186440677961,0.042355932203389804,2,38.0,0,2,0.042355932203389804,0.03595458209423119,0.0508474576271186,ACTIVE,Regularly,25.0
001c1f8d70782f450524d3b3f404474dbd4a7d0d2ad78a0ec7db76248ce08346,22,3,3,0.08910169491525399,0.02970056497175133,3,211.66666666666666,0,2,0.02970056497175133,0.0185245268855232,0.01728813559322035,ACTIVE,Regularly,33.0
001cae0f8d784913b4850af09f2c86ce09cdd177f49f8859ef373cebfd8d1594,13,3,3,0.033847457627118605,0.011282485875706202,3,234.66666666666666,2,1,0.011282485875706202,0.007056494913444511,0.00508474576271185,ACTIVE,NONE,20.0
001d680e7c13a8121a6711b6e014db3aebf695d84c085b7ede0a6421ec403f30,369,2,2,0.0982711864406779,0.04913559322033895,2,102.0,2,2,0.04913559322033895,0.026366693535769543,0.0372881355932203,ACTIVE,Regularly,19.0
001ef7c503e5407b6b836351b0415d3a226c587d4fb17b1e9edf9dcc836de02f,119,3,3,0.0677457627118643,0.022581920903954767,3,162.0,0,2,0.022581920903954767,0.009785597782874966,0.0,ACTIVE,Regularly,24.0
001f6d87755fc28b2ff2b67165ca73103ad8c9595152045785851f809aa95b39,97,4,4,0.1203220338983048,0.0300805084745762,4,96.25,2,2,0.0300805084745762,0.014735553157587884,1.5254237288139794e-05,ACTIVE,NONE,36.0
00201f34c8c92683263346d78c2b45ffd0c6927229542d8040a5c5c38b174eb6,213,4,4,0.2117966101694913,0.05294915254237283,4,85.0,1,2,0.0705988700564971,0.04964684339109194,0.00847457627118645,ACTIVE,NONE,47.0
00212b739c142e1d7e1d8e74d0a5273d1949bd44c3f75c6e2a6f9fcd76b0c81c,438,4,4,0.1067118644067795,0.026677966101694876,4,43.25,0,2,0.0355706214689265,0.023542246789410685,0.01948305084745765,ACTIVE,NONE,32.0
00214be842e883171f069a76195c40426688efc6ed2386e0673f2ac89a32b9d6,495,2,2,0.0529322033898304,0.0264661016949152,2,101.0,3,1,0.0264661016949152,0.010486753110817395,-0.014830508474576204,ACTIVE,Regularly,25.0
002156b708c7c6dd8afe31a743131d13b1e5dcbf2ce8c4a8f9b9ac59a5d9b76f,255,2,2,0.0643728813559321,0.03218644067796605,2,132.0,0,2,0.03218644067796605,0.01438183283769252,0.020338983050847498,ACTIVE,NONE,58.0
002175bc76143695ec8d82d61089a74eef56b3ce41731066f16457dffff452d8,454,2,2,0.11013559322033889,0.055067796610169445,2,75.5,2,2,0.055067796610169445,0.017977291047115602,0.025423728813559303,ACTIVE,NONE,29.0
0021ce2be745fe55f9b2bc784dbfd0e374c315ccd15aab3343edd335203edf3d,209,2,2,0.0855593220338982,0.0427796610169491,2,246.0,0,2,0.0427796610169491,0.0005992430349038248,-0.000847457627118603,ACTIVE,NONE,36.0
002253f0e3869ca2833ca2dfec4f8995ad9cdf8ca2333afb2eab7ebafdf09f19,24,2,2,0.0423389830508474,0.0211694915254237,2,54.5,1,1,0.0211694915254237,0.005992430349038507,-0.008474576271186397,ACTIVE,NONE,45.0
002267cd60c32dc4faa6d5767e2b70b1479d4d6face516545bd90dfc8f9a6adf,114,2,2,0.0753389830508473,0.03766949152542365,2,195.0,1,2,0.03766949152542365,0.005357232732040471,0.007576271186440699,ACTIVE,NONE,62.0
00227494dd4e87da02bb1ab4afc38f13f2e11c6517b1bbcdca56f212a9c470ab,386,2,2,0.0847118644067795,0.04235593220338975,2,50.0,0,2,0.04235593220338975,0.011984860698077091,0.0169491525423729,ACTIVE,NONE,50.0
0022c56940b4baff4c5f49bf123acc71e625b2bb72cccd27bc9bcd7810e93da6,460,2,2,0.093186440677966,0.046593220338983,2,53.0,2,1,0.046593220338983,0.02996215174519269,0.0423728813559322,ACTIVE,NONE,23.0
0023f9e96ae935c11bc2c950f317b73facea404dde95a30d4cad6eb0ab4d7765,558,2,2,0.0796271186440677,0.03981355932203385,2,10.0,3,1,0.03981355932203385,0.01558031890750017,0.0220338983050847,ACTIVE,NONE,62.0
0024c4009db8b6a07e26b5de87aa6665a935ed146fafa8b153726a0bdd691b3f,60,2,2,0.045728813559322,0.022864406779661,2,3.5,4,1,0.045728813559322,0.0,0.0,ACTIVE,Regularly,48.0
0024dea548c64fb75a563e0b300c0b16210decee446f1aa9ed6dcf2cc965d462,399,2,2,0.0508135593220338,0.0254067796610169,2,65.5,1,1,0.0254067796610169,0.0,0.0,ACTIVE,NONE,68.0
00251ec2cad34201abf0433b67e59a675b9ac4f955d7551dafb02ba677e86de0,468,2,3,0.11113559322033889,0.055567796610169445,3,39.0,2,2,0.055567796610169445,0.0388189638010716,0.05489830508474569,ACTIVE,Regularly,24.0
0025b31255df18a12793925c2df47e64247c5a1ee8989d769f1f2c1c23c971fe,478,2,2,0.0558983050847456,0.0279491525423728,2,125.0,1,1,0.0279491525423728,0.008389402488653944,0.011864406779661003,ACTIVE,Regularly,52.0
0027b54e5fcbcfcf54c348c4b1a34aac0fb1c9cd1e2bc409776419a263ce7d64,546,3,3,0.0779152542372879,0.0259717514124293,3,56.333333333333336,0,2,0.0259717514124293,0.006849918448012501,0.005932203389830502,ACTIVE,Regularly,48.0
00282135561702f5b3b750fa3382d8fd83ce5d761a507e25464e2e2420dbbf5a,141,3,3,0.0510338983050846,0.017011299435028198,3,144.66666666666666,0,2,0.017011299435028198,0.006145448899906784,-0.00157627118644065,ACTIVE,Regularly,55.0
0029247612425de412ba02810498953d858de93ede1778370ab0c44d9e9b02bd,100,2,2,0.0474237288135593,0.02371186440677965,2,302.0,4,1,0.02371186440677965,0.009587888558461656,-0.0135593220338983,ACTIVE,NONE,27.0
00299609d2f3cd490b2e5939f22c881340ece8a1dd3d63db201b5ae30462e460,478,2,2,0.0705593220338982,0.0352796610169491,2,51.5,1,2,0.0352796610169491,0.018756306992490653,-0.0265254237288136,ACTIVE,NONE,34.0
0029c9b83733a5c5eedc645f5146a0a27edc7005a0f41d152a697ea5aedbf150,248,2,2,0.0440338983050846,0.0220169491525423,2,186.0,4,1,0.0220169491525423,0.0,0.0,ACTIVE,Regularly,67.0
002bf05ef896248d949a36419fde5458cd31e73f1997d582a7d1a7bb3be34500,27,5,5,0.14499999999999968,0.028999999999999936,5,77.0,2,2,0.028999999999999936,0.01715736516910765,-0.0025423728813559303,ACTIVE,Regularly,22.0
002cf96a2e882620182534ca963f8b43f9aafa2b668c09171989583562ed0950,465,2,2,0.0219999999999999,0.01099999999999995,2,27.0,0,2,0.01099999999999995,0.003595458209423149,-0.0050847457627119005,ACTIVE,Regularly,38.0
002d357090653902c9eebf57182b663b7e58cd0eccdf2f902cad40ba955cf7c7,66,2,2,0.0373559322033897,0.01867796610169485,2,266.0,5,1,0.01867796610169485,0.004722035115042355,0.0066779661016948995,ACTIVE,NONE,48.0
002f41f6b8a049edba6efa3afd3bed77be53ca1ed070bfab3a4e3dc8ba6e28a5,375,2,2,0.0559830508474575,0.02799152542372875,2,143.5,4,1,0.02799152542372875,0.026666315053221524,0.037711864406779705,ACTIVE,Regularly,48.0
002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,257,3,3,0.0714067796610168,0.0238022598870056,3,67.33333333333333,4,1,0.0238022598870056,0.02109665948588028,-0.011728813559322048,ACTIVE,NONE,49.0
0030bed6ae85e5e4f89285f21345b5f5dd0df531ec5a769ab275bbc97b6b1090,118,2,2,0.0338644067796609,0.01693220338983045,2,140.0,2,2,0.01693220338983045,0.01198486069807709,0.0169491525423729,ACTIVE,NONE,24.0
00310e3c2086d6dc7cbfc6ffe17cafc53509e9cda9bd28ad0a0c93d1dda2e259,5,3,4,0.0762033898305082,0.025401129943502732,4,160.5,0,2,0.025401129943502732,0.020821261847909,0.016101694915254202,ACTIVE,NONE,44.0
0031ec29a8ec802f8e9e85c038c9c003168eea6345c17139b63bd43e01f80348,612,2,3,0.14418644067796602,0.07209322033898301,3,21.666666666666668,5,2,0.07209322033898301,0.01786942730083295,-0.025271186440678002,ACTIVE,NONE,59.0
0031feb473fb0908e81128e4dc1cc0f67644a8f03dafe69b5bc20e81e551b0fc,200,3,3,0.0389322033898303,0.012977401129943432,3,122.66666666666667,0,2,0.012977401129943432,0.007828478226300006,0.006779661016949149,ACTIVE,NONE,36.0
00357b192b81fc83261a45be87f5f3d59112db7d117513c1e908e6a7021edc35,131,7,7,0.23272881355932182,0.033246973365617404,7,54.42857142857143,0,2,0.0387881355932203,0.017156142015267644,-0.006962227602905566,ACTIVE,NONE,47.0
003604fc062e3c8ad59537bb63880548044601b3129570ffd9a1b28bf3dc295e,217,2,2,0.030474576271186403,0.015237288135593201,2,50.0,1,1,0.015237288135593201,0.0023969721396154323,0.003389830508474601,ACTIVE,NONE,25.0
003608313ae7aa3f573c67188cbfcd3495f7c97a75ed22215661f50c4df3bfae,250,2,2,0.0984745762711863,0.04923728813559315,2,91.0,3,2,0.04923728813559315,0.002253153811238488,-0.0031864406779660986,ACTIVE,Regularly,52.0
0036414a83662a899a2e2c30854d8224932cc2e0d6f9c5534962a33cbc692d74,9,2,2,0.1355593220338982,0.0677796610169491,2,181.0,1,2,0.0677796610169491,0.04793944279230836,-0.0677966101694916,ACTIVE,Regularly,29.0
0036a44bd648ce2dbc32688a465b9628b7a78395302f26dd57b4ed75dce9b70c,70,2,2,0.050813559322033804,0.025406779661016902,2,195.5,1,2,0.025406779661016902,0.01198486069807702,0.0169491525423728,ACTIVE,NONE,24.0
0036b3c13e883279b2454b76ca09590c7d186e5d7c4d410d0857f6a99e5fa0fb,335,2,2,0.0423389830508473,0.02116949152542365,2,171.5,2,2,0.02116949152542365,0.017977291047115602,0.025423728813559303,ACTIVE,NONE,29.0
00374f8d0ebab46116ca2c89d8bb89f97814fdab463fce7884bf8aff371f3c3b,73,4,4,0.06603389830508449,0.016508474576271123,4,158.5,1,2,0.016508474576271123,0.008460440187498272,0.00254237288135593,ACTIVE,NONE,25.0
003839669f52ead5a0c53cf10bd36798556e591ffbb5ef288206efedbfd8880c,125,2,2,0.0782711864406779,0.03913559322033895,2,75.0,2,1,0.03913559322033895,0.016539107763346314,0.023389830508474502,ACTIVE,Regularly,65.0
00388ce7aa95b34a22520755e712bfdbb525b2e5ee82193d5bba6eddebfbe20b,340,2,2,0.0762372881355931,0.03811864406779655,2,162.0,2,2,0.03811864406779655,0.005992430349038574,0.008474576271186494,ACTIVE,Regularly,48.0
0038b19f68a5dc68ef5e1cf340a9e4da0a6cc57c834ed5385e212ed899832ced,360,2,2,0.0230169491525423,0.01150847457627115,2,60.0,4,2,0.01150847457627115,0.0028763665675385045,-0.0040677966101695,ACTIVE,Regularly,25.0
0038eb004877f6b8abcea08c00d5a57e1f6ffed05467244692360ec1f1ccc721,444,2,2,0.0167627118644067,0.00838135593220335,2,77.5,4,2,0.00838135593220335,0.0025048358858980853,-0.003542372881355899,ACTIVE,NONE,32.0
0039ce34f7dec0ca83168a4e371ec4cbcf0cad4e3666f0aa9ef533876946dcd7,382,3,3,0.0558813559322032,0.01862711864406773,3,102.66666666666667,4,2,0.01862711864406773,0.005871358669724991,-0.005084745762711849,ACTIVE,Regularly,43.0
003ab2e5af2fc89b43875961353c50d1868bfc161be428e693e428c276befee2,180,2,2,0.0385254237288135,0.01926271186440675,2,265.0,3,1,0.01926271186440675,0.0032958366919711673,0.0046610169491525,ACTIVE,NONE,52.0
003bb6fe9034951835106821584768387afa0dcc9296750f58db55f23e73a2c9,362,2,2,0.0321694915254236,0.0160847457627118,2,45.0,3,2,0.0160847457627118,0.008389402488653943,-0.011864406779661,ACTIVE,Regularly,29.0
003ca8034fe32b9bab8e1c03d74c972abd80dccf84a30200eb6294249965721a,26,4,4,0.11179661016949141,0.027949152542372853,4,60.75,6,2,0.027949152542372853,0.021192089642385382,-0.003050847457627141,ACTIVE,Regularly,26.0
003d55afd19a2ac649a6f8210ea937b1a2c985cb6849c98cce915494d38435e3,9,2,2,0.09196610169491509,0.045983050847457546,2,332.0,0,2,0.045983050847457546,0.017114381076854084,0.024203389830508494,ACTIVE,NONE,60.0
003e53ba4aafc06bedafebcdf4f7356bbab4ea75025c30349f7a7ea4979d15d7,28,2,2,0.0423389830508473,0.02116949152542365,2,160.5,1,2,0.02116949152542365,0.017977291047115602,0.025423728813559303,ACTIVE,Regularly,58.0
003e74f3e9b59386dc240c99f325c7c9ae24c62952db1a35111f54167e75b194,26,2,2,0.07218644067796601,0.036093220338983004,2,158.5,1,2,0.036093220338983004,0.007921992921428898,-0.0112033898305084,ACTIVE,NONE,28.0
003f1bdc9212bd81fd5ec35bf7285580103cd8a469340efed1d27f3b86d7f28f,26,3,3,0.1174067796610167,0.0391355932203389,3,174.33333333333334,3,2,0.0391355932203389,0.010145451812187933,-0.00847457627118645,ACTIVE,NONE,58.0
004078aa9f69efb374e0d5faa1e79e5b95c20fb66965528731815208a79db88b,269,2,2,0.0555593220338982,0.0277796610169491,2,66.5,5,1,0.0277796610169491,0.0206139604006926,0.029152542372881396,ACTIVE,Regularly,53.0
0040e2fc2d1e7931a38355aca56b2c62b87e65051b72878c813c093d7b9b87aa,40,5,5,0.1270338983050845,0.0254067796610169,5,130.0,3,2,0.0254067796610169,0.015854480452431947,0.00338983050847457,ACTIVE,NONE,39.0
00414b22a64b637495fea1bdd64dedb985ba5a6d19076cf3000f03325f03169a,427,2,2,0.15250847457627112,0.07625423728813556,2,125.5,1,2,0.07625423728813556,0.08389402488653949,-0.1186440677966101,ACTIVE,NONE,43.0
00421861a907eb36146eb10407df668213d27c53e30fea1ca6f1090bca90759e,589,2,2,0.0350169491525423,0.01750847457627115,2,1.5,0,2,0.0350169491525423,0.0,0.0,ACTIVE,NONE,66.0
004273c6217ab19e6459eee01e59c055836eabd235d13f737ff7ac6707d1c36f,577,2,2,0.0392033898305084,0.0196016949152542,2,31.5,5,2,0.0196016949152542,0.0028164422640480943,0.0039830508474576025,ACTIVE,Regularly,49.0
0043b2f4d052b5a80a109ac38be1ff7467a083eb98bb019b443caf1ec9a00ca9,379,2,2,0.1355593220338982,0.0677796610169491,2,157.0,0,1,0.0677796610169491,0.0719091641884624,-0.10169491525423721,ACTIVE,NONE,30.0
0043d383e35bb4559cba9749bd878241c2c439d31f9e238ea8a4d55c9d4936af,351,2,2,0.0389491525423728,0.0194745762711864,2,189.0,0,2,0.0194745762711864,0.00838940248865394,0.011864406779660998,ACTIVE,Regularly,22.0
004441da6b3990d9e8e2fb52fef8b32e845e3c25222c4644a055f3b2b2ccf833,83,2,2,0.030474576271186403,0.015237288135593201,2,186.0,1,2,0.015237288135593201,0.0023969721396154323,0.003389830508474601,ACTIVE,Regularly,21.0
0044c0b989ea44be655875ac6092dd7c86ab21b1218fafd35fec67503a104483,13,2,2,0.1004067796610168,0.0502033898305084,2,228.5,0,2,0.0502033898305084,0.02485660108781189,-0.0351525423728814,ACTIVE,Regularly,49.0
004547e8fa658795431950241fe3c02628dffa206a4c59f2f82ab1b57c9f08cb,424,2,2,0.0592881355932203,0.02964406779661015,2,116.0,3,2,0.02964406779661015,0.017977291047115596,-0.025423728813559296,ACTIVE,Regularly,19.0
004556732697c53f4d38806aaec925d0b7b44633aa982c49717baceaaff00132,476,2,2,0.0287796610169491,0.01438983050847455,2,73.0,1,1,0.01438983050847455,0.003595458209423148,-0.0050847457627119005,ACTIVE,NONE,22.0
004585307b93ffde0d4c05e96fea8707d9d7ece9e8bd9c22deda8c1c5d59be33,435,2,2,0.0508135593220338,0.0254067796610169,2,63.5,0,2,0.0254067796610169,0.0,0.0,ACTIVE,Regularly,68.0
00459e5341c64d459a496c4cf5eb9016e2df3a34cbafaf3164aa7bd07a58f6f5,28,5,5,0.1103389830508473,0.02206779661016946,5,50.4,1,1,0.02206779661016946,0.013806101761500015,-0.004640677966101681,ACTIVE,Regularly,37.0
0045ff4aad72162bce75d1fe148a8bbe7b59263ef26d9a22dd047dfcc2880242,459,4,4,0.0711186440677965,0.017779661016949125,4,67.0,2,2,0.0237062146892655,0.017927687853284885,0.0135508474576271,ACTIVE,NONE,29.0
004641ab2d30922b1885ef550f275000e72d837b1b6285e067220136b70f3459,323,2,2,0.0423389830508474,0.0211694915254237,2,8.5,0,1,0.0211694915254237,0.005992430349038507,-0.008474576271186397,ACTIVE,Regularly,43.0
00465ec96dd32dca19f85108cbce142de6667a7ace8208442025f8f65b694489,378,2,3,0.0846949152542372,0.0423474576271186,3,27.333333333333332,3,2,0.0423474576271186,1.1984860698094551e-05,1.6949152542397594e-05,ACTIVE,NONE,53.0
0046d2f81349ff6c3af66c8c8148e7b0b52046f20a3dc5f08e2deffe9848c51e,5,4,4,0.1110169491525422,0.02775423728813555,4,112.75,3,2,0.02775423728813555,0.007824728220983807,0.0056847457627118405,ACTIVE,NONE,44.0
00473a8650fbbcbe34da1c71f56e20ad58ddf50a561959ce6eceb7707353fb7d,419,2,2,0.0389491525423728,0.0194745762711864,2,13.5,2,2,0.0389491525423728,0.0,0.0,ACTIVE,NONE,25.0
00479e5c3db091b109fe7e534e0f68c577d2ca8c1cd684590bec0ea16616268f,144,2,2,0.0426779661016949,0.02133898305084745,2,231.0,4,2,0.02133898305084745,0.008629099702615512,0.012203389830508499,ACTIVE,Regularly,24.0
00485c1d73db6759a2aa5b16a1cd20217e8778295442c86c3f73ae8277a10dd5,269,2,2,0.030474576271186403,0.015237288135593201,2,109.5,3,2,0.015237288135593201,0.0023969721396154323,0.003389830508474601,ACTIVE,NONE,25.0
00497d674f6566c172de1b86946679a944d5a5d16b7280cf57f9b74ae680583c,375,3,3,0.0917627118644067,0.0305875706214689,3,86.66666666666667,1,1,0.0305875706214689,0.016847545726105077,-0.01341525423728815,ACTIVE,NONE,48.0
0049f9ce32e8f7496903515d5ce8d995f934fc336d8f8d91ff153e8bce365667,389,2,2,0.0331525423728813,0.01657627118644065,2,128.0,0,1,0.01657627118644065,0.004290580129911599,0.0060677966101695,ACTIVE,NONE,45.0
004a44473a84b8809a136aac040eae2e567f85031949ebede13474124571c361,277,5,5,0.1287288135593219,0.02574576271186438,5,85.8,2,1,0.03218220338983047,0.02635834048982183,0.017283050847457605,ACTIVE,Regularly,29.0
004c0dd22ce58db08331bee0c2833ba0b1cf9de4d6a2bd7ac6c187a6e53c6687,167,3,3,0.109508474576271,0.036502824858757,3,54.333333333333336,0,2,0.036502824858757,0.013016301772978951,-0.012711864406779651,ACTIVE,Regularly,38.0
004c3d55d60985010a817c9c3332ff3f2b61ca564598924a0d8652e09b1517c5,112,2,2,0.0444915254237287,0.02224576271186435,2,150.0,1,1,0.02224576271186435,0.011661269459229058,-0.0164915254237289,ACTIVE,NONE,31.0
004ce3f790d04991ecae1bf95f1e8cce49e54ca8f3370f1698b9b2e3fd47a169,292,2,2,0.0423389830508474,0.0211694915254237,2,24.0,3,1,0.0211694915254237,0.005992430349038507,0.008474576271186397,ACTIVE,NONE,48.0
004d738d594c19ad6d3e44d705de8829fd9e11d3385c11ab876c27a03bf33e1a,125,3,3,0.0824237288135592,0.027474576271186397,3,67.66666666666667,2,2,0.027474576271186397,0.0035815287885322686,0.0,ACTIVE,NONE,28.0
